index,field_key,dataset_name,physical_meaning,source_device_interface,unit,measured_or_commanded,urdf_joint_name,sign,zero_offset,formula,coupling_or_mimic,evidence,verified
495,observation.state,hand_tactile_sensor_1.raw_force_11.fz,tactile sensor 1 raw distributed force raw_idx 11 fz,xhand SDK sensor_data[1].raw_force[11].fz,,"measured sensor value, unless fallback",,,,state[495]=sensor_data[1].raw_force[11].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
496,observation.state,hand_tactile_sensor_1.raw_force_12.fx,tactile sensor 1 raw distributed force raw_idx 12 fx,xhand SDK sensor_data[1].raw_force[12].fx,,"measured sensor value, unless fallback",,,,state[496]=sensor_data[1].raw_force[12].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
497,observation.state,hand_tactile_sensor_1.raw_force_12.fy,tactile sensor 1 raw distributed force raw_idx 12 fy,xhand SDK sensor_data[1].raw_force[12].fy,,"measured sensor value, unless fallback",,,,state[497]=sensor_data[1].raw_force[12].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
498,observation.state,hand_tactile_sensor_1.raw_force_12.fz,tactile sensor 1 raw distributed force raw_idx 12 fz,xhand SDK sensor_data[1].raw_force[12].fz,,"measured sensor value, unless fallback",,,,state[498]=sensor_data[1].raw_force[12].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
499,observation.state,hand_tactile_sensor_1.raw_force_13.fx,tactile sensor 1 raw distributed force raw_idx 13 fx,xhand SDK sensor_data[1].raw_force[13].fx,,"measured sensor value, unless fallback",,,,state[499]=sensor_data[1].raw_force[13].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
500,observation.state,hand_tactile_sensor_1.raw_force_13.fy,tactile sensor 1 raw distributed force raw_idx 13 fy,xhand SDK sensor_data[1].raw_force[13].fy,,"measured sensor value, unless fallback",,,,state[500]=sensor_data[1].raw_force[13].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
501,observation.state,hand_tactile_sensor_1.raw_force_13.fz,tactile sensor 1 raw distributed force raw_idx 13 fz,xhand SDK sensor_data[1].raw_force[13].fz,,"measured sensor value, unless fallback",,,,state[501]=sensor_data[1].raw_force[13].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
502,observation.state,hand_tactile_sensor_1.raw_force_14.fx,tactile sensor 1 raw distributed force raw_idx 14 fx,xhand SDK sensor_data[1].raw_force[14].fx,,"measured sensor value, unless fallback",,,,state[502]=sensor_data[1].raw_force[14].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
503,observation.state,hand_tactile_sensor_1.raw_force_14.fy,tactile sensor 1 raw distributed force raw_idx 14 fy,xhand SDK sensor_data[1].raw_force[14].fy,,"measured sensor value, unless fallback",,,,state[503]=sensor_data[1].raw_force[14].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
504,observation.state,hand_tactile_sensor_1.raw_force_14.fz,tactile sensor 1 raw distributed force raw_idx 14 fz,xhand SDK sensor_data[1].raw_force[14].fz,,"measured sensor value, unless fallback",,,,state[504]=sensor_data[1].raw_force[14].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
505,observation.state,hand_tactile_sensor_1.raw_force_15.fx,tactile sensor 1 raw distributed force raw_idx 15 fx,xhand SDK sensor_data[1].raw_force[15].fx,,"measured sensor value, unless fallback",,,,state[505]=sensor_data[1].raw_force[15].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
506,observation.state,hand_tactile_sensor_1.raw_force_15.fy,tactile sensor 1 raw distributed force raw_idx 15 fy,xhand SDK sensor_data[1].raw_force[15].fy,,"measured sensor value, unless fallback",,,,state[506]=sensor_data[1].raw_force[15].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
507,observation.state,hand_tactile_sensor_1.raw_force_15.fz,tactile sensor 1 raw distributed force raw_idx 15 fz,xhand SDK sensor_data[1].raw_force[15].fz,,"measured sensor value, unless fallback",,,,state[507]=sensor_data[1].raw_force[15].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
508,observation.state,hand_tactile_sensor_1.raw_force_16.fx,tactile sensor 1 raw distributed force raw_idx 16 fx,xhand SDK sensor_data[1].raw_force[16].fx,,"measured sensor value, unless fallback",,,,state[508]=sensor_data[1].raw_force[16].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
509,observation.state,hand_tactile_sensor_1.raw_force_16.fy,tactile sensor 1 raw distributed force raw_idx 16 fy,xhand SDK sensor_data[1].raw_force[16].fy,,"measured sensor value, unless fallback",,,,state[509]=sensor_data[1].raw_force[16].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
510,observation.state,hand_tactile_sensor_1.raw_force_16.fz,tactile sensor 1 raw distributed force raw_idx 16 fz,xhand SDK sensor_data[1].raw_force[16].fz,,"measured sensor value, unless fallback",,,,state[510]=sensor_data[1].raw_force[16].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
511,observation.state,hand_tactile_sensor_1.raw_force_17.fx,tactile sensor 1 raw distributed force raw_idx 17 fx,xhand SDK sensor_data[1].raw_force[17].fx,,"measured sensor value, unless fallback",,,,state[511]=sensor_data[1].raw_force[17].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
512,observation.state,hand_tactile_sensor_1.raw_force_17.fy,tactile sensor 1 raw distributed force raw_idx 17 fy,xhand SDK sensor_data[1].raw_force[17].fy,,"measured sensor value, unless fallback",,,,state[512]=sensor_data[1].raw_force[17].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
513,observation.state,hand_tactile_sensor_1.raw_force_17.fz,tactile sensor 1 raw distributed force raw_idx 17 fz,xhand SDK sensor_data[1].raw_force[17].fz,,"measured sensor value, unless fallback",,,,state[513]=sensor_data[1].raw_force[17].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
514,observation.state,hand_tactile_sensor_1.raw_force_18.fx,tactile sensor 1 raw distributed force raw_idx 18 fx,xhand SDK sensor_data[1].raw_force[18].fx,,"measured sensor value, unless fallback",,,,state[514]=sensor_data[1].raw_force[18].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
515,observation.state,hand_tactile_sensor_1.raw_force_18.fy,tactile sensor 1 raw distributed force raw_idx 18 fy,xhand SDK sensor_data[1].raw_force[18].fy,,"measured sensor value, unless fallback",,,,state[515]=sensor_data[1].raw_force[18].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
516,observation.state,hand_tactile_sensor_1.raw_force_18.fz,tactile sensor 1 raw distributed force raw_idx 18 fz,xhand SDK sensor_data[1].raw_force[18].fz,,"measured sensor value, unless fallback",,,,state[516]=sensor_data[1].raw_force[18].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
517,observation.state,hand_tactile_sensor_1.raw_force_19.fx,tactile sensor 1 raw distributed force raw_idx 19 fx,xhand SDK sensor_data[1].raw_force[19].fx,,"measured sensor value, unless fallback",,,,state[517]=sensor_data[1].raw_force[19].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
518,observation.state,hand_tactile_sensor_1.raw_force_19.fy,tactile sensor 1 raw distributed force raw_idx 19 fy,xhand SDK sensor_data[1].raw_force[19].fy,,"measured sensor value, unless fallback",,,,state[518]=sensor_data[1].raw_force[19].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
519,observation.state,hand_tactile_sensor_1.raw_force_19.fz,tactile sensor 1 raw distributed force raw_idx 19 fz,xhand SDK sensor_data[1].raw_force[19].fz,,"measured sensor value, unless fallback",,,,state[519]=sensor_data[1].raw_force[19].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
520,observation.state,hand_tactile_sensor_1.raw_force_20.fx,tactile sensor 1 raw distributed force raw_idx 20 fx,xhand SDK sensor_data[1].raw_force[20].fx,,"measured sensor value, unless fallback",,,,state[520]=sensor_data[1].raw_force[20].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
521,observation.state,hand_tactile_sensor_1.raw_force_20.fy,tactile sensor 1 raw distributed force raw_idx 20 fy,xhand SDK sensor_data[1].raw_force[20].fy,,"measured sensor value, unless fallback",,,,state[521]=sensor_data[1].raw_force[20].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
522,observation.state,hand_tactile_sensor_1.raw_force_20.fz,tactile sensor 1 raw distributed force raw_idx 20 fz,xhand SDK sensor_data[1].raw_force[20].fz,,"measured sensor value, unless fallback",,,,state[522]=sensor_data[1].raw_force[20].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
523,observation.state,hand_tactile_sensor_1.raw_force_21.fx,tactile sensor 1 raw distributed force raw_idx 21 fx,xhand SDK sensor_data[1].raw_force[21].fx,,"measured sensor value, unless fallback",,,,state[523]=sensor_data[1].raw_force[21].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
524,observation.state,hand_tactile_sensor_1.raw_force_21.fy,tactile sensor 1 raw distributed force raw_idx 21 fy,xhand SDK sensor_data[1].raw_force[21].fy,,"measured sensor value, unless fallback",,,,state[524]=sensor_data[1].raw_force[21].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
525,observation.state,hand_tactile_sensor_1.raw_force_21.fz,tactile sensor 1 raw distributed force raw_idx 21 fz,xhand SDK sensor_data[1].raw_force[21].fz,,"measured sensor value, unless fallback",,,,state[525]=sensor_data[1].raw_force[21].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
526,observation.state,hand_tactile_sensor_1.raw_force_22.fx,tactile sensor 1 raw distributed force raw_idx 22 fx,xhand SDK sensor_data[1].raw_force[22].fx,,"measured sensor value, unless fallback",,,,state[526]=sensor_data[1].raw_force[22].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
527,observation.state,hand_tactile_sensor_1.raw_force_22.fy,tactile sensor 1 raw distributed force raw_idx 22 fy,xhand SDK sensor_data[1].raw_force[22].fy,,"measured sensor value, unless fallback",,,,state[527]=sensor_data[1].raw_force[22].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
528,observation.state,hand_tactile_sensor_1.raw_force_22.fz,tactile sensor 1 raw distributed force raw_idx 22 fz,xhand SDK sensor_data[1].raw_force[22].fz,,"measured sensor value, unless fallback",,,,state[528]=sensor_data[1].raw_force[22].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
529,observation.state,hand_tactile_sensor_1.raw_force_23.fx,tactile sensor 1 raw distributed force raw_idx 23 fx,xhand SDK sensor_data[1].raw_force[23].fx,,"measured sensor value, unless fallback",,,,state[529]=sensor_data[1].raw_force[23].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
530,observation.state,hand_tactile_sensor_1.raw_force_23.fy,tactile sensor 1 raw distributed force raw_idx 23 fy,xhand SDK sensor_data[1].raw_force[23].fy,,"measured sensor value, unless fallback",,,,state[530]=sensor_data[1].raw_force[23].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
531,observation.state,hand_tactile_sensor_1.raw_force_23.fz,tactile sensor 1 raw distributed force raw_idx 23 fz,xhand SDK sensor_data[1].raw_force[23].fz,,"measured sensor value, unless fallback",,,,state[531]=sensor_data[1].raw_force[23].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
532,observation.state,hand_tactile_sensor_1.raw_force_24.fx,tactile sensor 1 raw distributed force raw_idx 24 fx,xhand SDK sensor_data[1].raw_force[24].fx,,"measured sensor value, unless fallback",,,,state[532]=sensor_data[1].raw_force[24].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
533,observation.state,hand_tactile_sensor_1.raw_force_24.fy,tactile sensor 1 raw distributed force raw_idx 24 fy,xhand SDK sensor_data[1].raw_force[24].fy,,"measured sensor value, unless fallback",,,,state[533]=sensor_data[1].raw_force[24].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
534,observation.state,hand_tactile_sensor_1.raw_force_24.fz,tactile sensor 1 raw distributed force raw_idx 24 fz,xhand SDK sensor_data[1].raw_force[24].fz,,"measured sensor value, unless fallback",,,,state[534]=sensor_data[1].raw_force[24].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
535,observation.state,hand_tactile_sensor_1.raw_force_25.fx,tactile sensor 1 raw distributed force raw_idx 25 fx,xhand SDK sensor_data[1].raw_force[25].fx,,"measured sensor value, unless fallback",,,,state[535]=sensor_data[1].raw_force[25].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
536,observation.state,hand_tactile_sensor_1.raw_force_25.fy,tactile sensor 1 raw distributed force raw_idx 25 fy,xhand SDK sensor_data[1].raw_force[25].fy,,"measured sensor value, unless fallback",,,,state[536]=sensor_data[1].raw_force[25].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
537,observation.state,hand_tactile_sensor_1.raw_force_25.fz,tactile sensor 1 raw distributed force raw_idx 25 fz,xhand SDK sensor_data[1].raw_force[25].fz,,"measured sensor value, unless fallback",,,,state[537]=sensor_data[1].raw_force[25].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
538,observation.state,hand_tactile_sensor_1.raw_force_26.fx,tactile sensor 1 raw distributed force raw_idx 26 fx,xhand SDK sensor_data[1].raw_force[26].fx,,"measured sensor value, unless fallback",,,,state[538]=sensor_data[1].raw_force[26].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
539,observation.state,hand_tactile_sensor_1.raw_force_26.fy,tactile sensor 1 raw distributed force raw_idx 26 fy,xhand SDK sensor_data[1].raw_force[26].fy,,"measured sensor value, unless fallback",,,,state[539]=sensor_data[1].raw_force[26].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
540,observation.state,hand_tactile_sensor_1.raw_force_26.fz,tactile sensor 1 raw distributed force raw_idx 26 fz,xhand SDK sensor_data[1].raw_force[26].fz,,"measured sensor value, unless fallback",,,,state[540]=sensor_data[1].raw_force[26].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
541,observation.state,hand_tactile_sensor_1.raw_force_27.fx,tactile sensor 1 raw distributed force raw_idx 27 fx,xhand SDK sensor_data[1].raw_force[27].fx,,"measured sensor value, unless fallback",,,,state[541]=sensor_data[1].raw_force[27].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
542,observation.state,hand_tactile_sensor_1.raw_force_27.fy,tactile sensor 1 raw distributed force raw_idx 27 fy,xhand SDK sensor_data[1].raw_force[27].fy,,"measured sensor value, unless fallback",,,,state[542]=sensor_data[1].raw_force[27].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
543,observation.state,hand_tactile_sensor_1.raw_force_27.fz,tactile sensor 1 raw distributed force raw_idx 27 fz,xhand SDK sensor_data[1].raw_force[27].fz,,"measured sensor value, unless fallback",,,,state[543]=sensor_data[1].raw_force[27].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
544,observation.state,hand_tactile_sensor_1.raw_force_28.fx,tactile sensor 1 raw distributed force raw_idx 28 fx,xhand SDK sensor_data[1].raw_force[28].fx,,"measured sensor value, unless fallback",,,,state[544]=sensor_data[1].raw_force[28].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
545,observation.state,hand_tactile_sensor_1.raw_force_28.fy,tactile sensor 1 raw distributed force raw_idx 28 fy,xhand SDK sensor_data[1].raw_force[28].fy,,"measured sensor value, unless fallback",,,,state[545]=sensor_data[1].raw_force[28].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
546,observation.state,hand_tactile_sensor_1.raw_force_28.fz,tactile sensor 1 raw distributed force raw_idx 28 fz,xhand SDK sensor_data[1].raw_force[28].fz,,"measured sensor value, unless fallback",,,,state[546]=sensor_data[1].raw_force[28].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
547,observation.state,hand_tactile_sensor_1.raw_force_29.fx,tactile sensor 1 raw distributed force raw_idx 29 fx,xhand SDK sensor_data[1].raw_force[29].fx,,"measured sensor value, unless fallback",,,,state[547]=sensor_data[1].raw_force[29].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
548,observation.state,hand_tactile_sensor_1.raw_force_29.fy,tactile sensor 1 raw distributed force raw_idx 29 fy,xhand SDK sensor_data[1].raw_force[29].fy,,"measured sensor value, unless fallback",,,,state[548]=sensor_data[1].raw_force[29].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
549,observation.state,hand_tactile_sensor_1.raw_force_29.fz,tactile sensor 1 raw distributed force raw_idx 29 fz,xhand SDK sensor_data[1].raw_force[29].fz,,"measured sensor value, unless fallback",,,,state[549]=sensor_data[1].raw_force[29].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
550,observation.state,hand_tactile_sensor_1.raw_force_30.fx,tactile sensor 1 raw distributed force raw_idx 30 fx,xhand SDK sensor_data[1].raw_force[30].fx,,"measured sensor value, unless fallback",,,,state[550]=sensor_data[1].raw_force[30].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
551,observation.state,hand_tactile_sensor_1.raw_force_30.fy,tactile sensor 1 raw distributed force raw_idx 30 fy,xhand SDK sensor_data[1].raw_force[30].fy,,"measured sensor value, unless fallback",,,,state[551]=sensor_data[1].raw_force[30].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
552,observation.state,hand_tactile_sensor_1.raw_force_30.fz,tactile sensor 1 raw distributed force raw_idx 30 fz,xhand SDK sensor_data[1].raw_force[30].fz,,"measured sensor value, unless fallback",,,,state[552]=sensor_data[1].raw_force[30].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
553,observation.state,hand_tactile_sensor_1.raw_force_31.fx,tactile sensor 1 raw distributed force raw_idx 31 fx,xhand SDK sensor_data[1].raw_force[31].fx,,"measured sensor value, unless fallback",,,,state[553]=sensor_data[1].raw_force[31].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
554,observation.state,hand_tactile_sensor_1.raw_force_31.fy,tactile sensor 1 raw distributed force raw_idx 31 fy,xhand SDK sensor_data[1].raw_force[31].fy,,"measured sensor value, unless fallback",,,,state[554]=sensor_data[1].raw_force[31].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
555,observation.state,hand_tactile_sensor_1.raw_force_31.fz,tactile sensor 1 raw distributed force raw_idx 31 fz,xhand SDK sensor_data[1].raw_force[31].fz,,"measured sensor value, unless fallback",,,,state[555]=sensor_data[1].raw_force[31].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
556,observation.state,hand_tactile_sensor_1.raw_force_32.fx,tactile sensor 1 raw distributed force raw_idx 32 fx,xhand SDK sensor_data[1].raw_force[32].fx,,"measured sensor value, unless fallback",,,,state[556]=sensor_data[1].raw_force[32].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
557,observation.state,hand_tactile_sensor_1.raw_force_32.fy,tactile sensor 1 raw distributed force raw_idx 32 fy,xhand SDK sensor_data[1].raw_force[32].fy,,"measured sensor value, unless fallback",,,,state[557]=sensor_data[1].raw_force[32].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
558,observation.state,hand_tactile_sensor_1.raw_force_32.fz,tactile sensor 1 raw distributed force raw_idx 32 fz,xhand SDK sensor_data[1].raw_force[32].fz,,"measured sensor value, unless fallback",,,,state[558]=sensor_data[1].raw_force[32].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
559,observation.state,hand_tactile_sensor_1.raw_force_33.fx,tactile sensor 1 raw distributed force raw_idx 33 fx,xhand SDK sensor_data[1].raw_force[33].fx,,"measured sensor value, unless fallback",,,,state[559]=sensor_data[1].raw_force[33].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
560,observation.state,hand_tactile_sensor_1.raw_force_33.fy,tactile sensor 1 raw distributed force raw_idx 33 fy,xhand SDK sensor_data[1].raw_force[33].fy,,"measured sensor value, unless fallback",,,,state[560]=sensor_data[1].raw_force[33].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
561,observation.state,hand_tactile_sensor_1.raw_force_33.fz,tactile sensor 1 raw distributed force raw_idx 33 fz,xhand SDK sensor_data[1].raw_force[33].fz,,"measured sensor value, unless fallback",,,,state[561]=sensor_data[1].raw_force[33].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
562,observation.state,hand_tactile_sensor_1.raw_force_34.fx,tactile sensor 1 raw distributed force raw_idx 34 fx,xhand SDK sensor_data[1].raw_force[34].fx,,"measured sensor value, unless fallback",,,,state[562]=sensor_data[1].raw_force[34].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
563,observation.state,hand_tactile_sensor_1.raw_force_34.fy,tactile sensor 1 raw distributed force raw_idx 34 fy,xhand SDK sensor_data[1].raw_force[34].fy,,"measured sensor value, unless fallback",,,,state[563]=sensor_data[1].raw_force[34].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
564,observation.state,hand_tactile_sensor_1.raw_force_34.fz,tactile sensor 1 raw distributed force raw_idx 34 fz,xhand SDK sensor_data[1].raw_force[34].fz,,"measured sensor value, unless fallback",,,,state[564]=sensor_data[1].raw_force[34].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
565,observation.state,hand_tactile_sensor_1.raw_force_35.fx,tactile sensor 1 raw distributed force raw_idx 35 fx,xhand SDK sensor_data[1].raw_force[35].fx,,"measured sensor value, unless fallback",,,,state[565]=sensor_data[1].raw_force[35].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
566,observation.state,hand_tactile_sensor_1.raw_force_35.fy,tactile sensor 1 raw distributed force raw_idx 35 fy,xhand SDK sensor_data[1].raw_force[35].fy,,"measured sensor value, unless fallback",,,,state[566]=sensor_data[1].raw_force[35].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
567,observation.state,hand_tactile_sensor_1.raw_force_35.fz,tactile sensor 1 raw distributed force raw_idx 35 fz,xhand SDK sensor_data[1].raw_force[35].fz,,"measured sensor value, unless fallback",,,,state[567]=sensor_data[1].raw_force[35].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
568,observation.state,hand_tactile_sensor_1.raw_force_36.fx,tactile sensor 1 raw distributed force raw_idx 36 fx,xhand SDK sensor_data[1].raw_force[36].fx,,"measured sensor value, unless fallback",,,,state[568]=sensor_data[1].raw_force[36].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
569,observation.state,hand_tactile_sensor_1.raw_force_36.fy,tactile sensor 1 raw distributed force raw_idx 36 fy,xhand SDK sensor_data[1].raw_force[36].fy,,"measured sensor value, unless fallback",,,,state[569]=sensor_data[1].raw_force[36].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
570,observation.state,hand_tactile_sensor_1.raw_force_36.fz,tactile sensor 1 raw distributed force raw_idx 36 fz,xhand SDK sensor_data[1].raw_force[36].fz,,"measured sensor value, unless fallback",,,,state[570]=sensor_data[1].raw_force[36].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
571,observation.state,hand_tactile_sensor_1.raw_force_37.fx,tactile sensor 1 raw distributed force raw_idx 37 fx,xhand SDK sensor_data[1].raw_force[37].fx,,"measured sensor value, unless fallback",,,,state[571]=sensor_data[1].raw_force[37].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
572,observation.state,hand_tactile_sensor_1.raw_force_37.fy,tactile sensor 1 raw distributed force raw_idx 37 fy,xhand SDK sensor_data[1].raw_force[37].fy,,"measured sensor value, unless fallback",,,,state[572]=sensor_data[1].raw_force[37].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
573,observation.state,hand_tactile_sensor_1.raw_force_37.fz,tactile sensor 1 raw distributed force raw_idx 37 fz,xhand SDK sensor_data[1].raw_force[37].fz,,"measured sensor value, unless fallback",,,,state[573]=sensor_data[1].raw_force[37].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
574,observation.state,hand_tactile_sensor_1.raw_force_38.fx,tactile sensor 1 raw distributed force raw_idx 38 fx,xhand SDK sensor_data[1].raw_force[38].fx,,"measured sensor value, unless fallback",,,,state[574]=sensor_data[1].raw_force[38].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
575,observation.state,hand_tactile_sensor_1.raw_force_38.fy,tactile sensor 1 raw distributed force raw_idx 38 fy,xhand SDK sensor_data[1].raw_force[38].fy,,"measured sensor value, unless fallback",,,,state[575]=sensor_data[1].raw_force[38].fy,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
576,observation.state,hand_tactile_sensor_1.raw_force_38.fz,tactile sensor 1 raw distributed force raw_idx 38 fz,xhand SDK sensor_data[1].raw_force[38].fz,,"measured sensor value, unless fallback",,,,state[576]=sensor_data[1].raw_force[38].fz,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
577,observation.state,hand_tactile_sensor_1.raw_force_39.fx,tactile sensor 1 raw distributed force raw_idx 39 fx,xhand SDK sensor_data[1].raw_force[39].fx,,"measured sensor value, unless fallback",,,,state[577]=sensor_data[1].raw_force[39].fx,,xhand.py copies SDK order; xhand_control_ros2.cpp copies raw_force[k].fx/fy/fz,True
